variable,lc_group,bin,x_mean,y_mean,y_sd,y_se,n
wet_sev_z,Wetland,1,0.23119781056748,2.33381516866113,3.1788032999468,0.31925258074344,2502
wet_sev_z,Wetland,2,0.43990881542282,3.04189214833884,3.88909118697187,0.327927787909206,3539
wet_sev_z,Wetland,3,0.66583275575996,2.5586377408671,3.00364545062066,0.170836465835,7770
wet_sev_z,Wetland,4,0.854732197743424,2.12749942870249,2.91530179969578,0.121248580546691,14489
wet_sev_z,Wetland,5,1.0621023347462,2.49363962290646,3.31559672707558,0.122937321293214,18234
wet_sev_z,Wetland,6,1.26711089634909,2.95248994291401,3.67122152907224,0.130946839558563,19703
wet_sev_z,Wetland,7,1.46904291171867,3.10805396835678,3.73294980676469,0.120662736562239,23944
wet_sev_z,Wetland,8,1.67448035914871,3.3132373048082,4.15119422737079,0.14999875247897,19175
wet_sev_z,Wetland,9,1.87697798538242,3.72433649387183,4.26534369343374,0.171801057628405,15463
wet_sev_z,Wetland,10,2.09101516549638,4.67260568440898,5.0167291733364,0.213268626281929,13886
wet_sev_z,Wetland,11,2.2892714370046,4.6278495940799,5.20959424831321,0.251766180743167,10783
wet_sev_z,Wetland,12,2.50325161253683,4.33960464722469,5.0388245551522,0.276005766324873,8350
wet_sev_z,Wetland,13,2.70571812202042,4.55652527491568,5.14366083589968,0.294541568328394,7635
wet_sev_z,Wetland,14,2.90712612255262,4.87530798644772,5.23168436857501,0.37735488399409,4849
wet_sev_z,Wetland,15,3.11666399487751,5.26467197439305,5.05806089538424,0.48759158329571,2725
wet_sev_z,Non-wetland,1,0.233501757180431,1.63315066953307,2.14808420200368,0.157052057278892,4655
wet_sev_z,Non-wetland,2,0.438464583478497,1.9556123838633,2.53730945289882,0.186375041573801,4662
wet_sev_z,Non-wetland,3,0.659022480053761,1.88666244840146,2.15043379467848,0.133802113393355,6502
wet_sev_z,Non-wetland,4,0.853404433903105,1.64812461901766,2.00205328469313,0.0916883409120312,11963
wet_sev_z,Non-wetland,5,1.06024252799481,1.49329752037953,1.92518139337755,0.0764699097588205,15889
wet_sev_z,Non-wetland,6,1.26823665208724,1.53692252873733,2.13156088024044,0.0807882124646847,17479
wet_sev_z,Non-wetland,7,1.47232587794427,1.7361494693699,2.46759011842294,0.0807904529261763,23345
wet_sev_z,Non-wetland,8,1.67674787764538,1.71933472171906,2.40958057556471,0.0815648496723261,21862
wet_sev_z,Non-wetland,9,1.87970713493653,1.79016152962009,2.54588940418169,0.0968592540124561,17296
wet_sev_z,Non-wetland,10,2.08943222215467,1.92064852251201,2.6516785691971,0.104885569500767,16018
wet_sev_z,Non-wetland,11,2.28831920444511,1.83843652510852,2.52705200900773,0.118222452933422,11455
wet_sev_z,Non-wetland,12,2.49874522743589,1.79354854182645,2.43082891217666,0.141806518730767,7352
wet_sev_z,Non-wetland,13,2.70866648339417,1.9101169861821,2.29051528168829,0.147624725333451,5996
wet_sev_z,Non-wetland,14,2.90501722096252,2.27876799145699,2.57326149329612,0.213780285847036,3664
wet_sev_z,Non-wetland,15,3.11970646832386,2.12536061068427,2.42936047171327,0.249516545865166,2363
